 # de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma | value # de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS | PosValue # webanno.custom.Lexicalsample | Tag
#id=1
#text=Hvad er det lige, Dansk Folkeparti har opnået ud over endnu en symbolsag, ud over endnu et slag i luften?
1-1	Hvad	hvad	PR:s-u#:--:----	_	
1-2	er	være	VF:----:sa:----	_	
1-3	det	det	PP:s-un:--:-3n-	_	
1-4	lige	lige	D-:----:--:u---	_	
1-5	,	,	ZD	_	
1-6	Dansk	dansk	AC:siu§:--:p---	_	
1-7	Folkeparti	folkeparti	NC:siun:--:----	_	
1-8	har	have	VF:----:sa:----	_	
1-9	opnået	opnå	VT:siu#:t-:----	_	
1-10	ud	ud	D-:----:--:u---	_	
1-11	over	over	D-:----:--:u---	_	
1-12	endnu	endnu	D-:----:--:u---	_	
1-13	en	en	PI:s-uc:--:----	_	
1-14	symbolsag	symbolsag	NC:siuc:--:----	_	
1-15	,	,	ZD	_	
1-16	ud	ud	D-:----:--:u---	_	
1-17	over	over	D-:----:--:u---	_	
1-18	endnu	endnu	D-:----:--:u---	_	
1-19	et	en	PI:s-un:--:----	_	
1-20	slag	slag	NC:siun:--:----	slag_F_slag i luften	
1-21	i	i	T-:----:--:----	_	
1-22	luften	luft	NC:sduc:--:----	_	
1-23	?	?	ZQ	_	

#id=2
#text=Lovforslaget bryder nemlig i sit udgangspunkt med nogle helt grundlæggende principper i en retsstat - i vores grundlov og i forhold til internationale konventioner - når man med ét slag påfører en hel gruppe personer en række markante indgreb i deres bevægelsesfrihed, deres ret til familieliv og privatliv.
2-1	Lovforslaget	lovforslag	NC:sdun:--:----	_	
2-2	bryder	bryde	VF:----:sa:----	_	
2-3	nemlig	nemlig	D-:----:--:u---	_	
2-4	i	i	T-:----:--:----	_	
2-5	sit	sin	PO:s--n:--:-3ys	_	
2-6	udgangspunkt	udgangspunkt	NC:siun:--:----	_	
2-7	med	med	T-:----:--:----	_	
2-8	nogle	nogen	PI:p-u#:--:----	_	
2-9	helt	hel	AD:----:--:p---	_	
2-10	grundlæggende	grundlæggende	AC:§§u§:--:p---	_	
2-11	principper	princip	NC:piu#:--:----	_	
2-12	i	i	T-:----:--:----	_	
2-13	en	en	PI:s-uc:--:----	_	
2-14	retsstat	retsstat	NC:siuc:--:----	_	
2-15	-	-	NC:piu#:--:----	_	
2-16	i	i	T-:----:--:----	_	
2-17	vores	vores	PO:#--#:--:-1np	_	
2-18	grundlov	grundlov	NC:siuc:--:----	_	
2-19	og	og	CC:----:--:----	_	
2-20	i	i	T-:----:--:----	_	
2-21	forhold	forhold	NC:siun:--:----	_	
2-22	til	til	T-:----:--:----	_	
2-23	internationale	international	AC:p#u#:--:p---	_	
2-24	konventioner	konvention	NC:piu#:--:----	_	
2-25	-	-	ZH	_	
2-26	når	når	CS:----:--:----	_	
2-27	man	man	PI:#-uc:--:----	_	
2-28	med	med	T-:----:--:----	_	
2-29	ét	en	PI:s-un:--:----	_	
2-30	slag	slag	NC:siun:--:----	slag_F_med ét slag	
2-31	påfører	påføre	VF:----:sa:----	_	
2-32	en	en	PI:s-uc:--:----	_	
2-33	hel	hel	AC:siuc:--:p---	_	
2-34	gruppe	gruppe	NC:siuc:--:----	_	
2-35	personer	person	NC:piu#:--:----	_	
2-36	en	en	PI:s-uc:--:----	_	
2-37	række	række	NC:siuc:--:----	_	
2-38	markante	markant	AC:p#u#:--:p---	_	
2-39	indgreb	indgreb	NC:piu#:--:----	_	
2-40	i	i	T-:----:--:----	_	
2-41	deres	deres	PO:#--#:--:-3np	_	
2-42	bevægelsesfrihed	bevægelsesfrihed	NC:siuc:--:----	_	
2-43	,	,	ZD	_	
2-44	deres	deres	XY:----:--:----	_	
2-45	ret	ret	NC:siuc:--:----	_	
2-46	til	til	T-:----:--:----	_	
2-47	familieliv	familieliv	NC:siun:--:----	_	
2-48	og	og	CC:----:--:----	_	
2-49	privatliv	privatliv	NC:siun:--:----	_	
2-50	.	.	ZP	_	

#id=3
#text= Så det er et slag i luften, og det ved hr. Peter Skaarup godt.
3-1	Så	så	CS:----:--:----	_	
3-2	det	det	PP:s-un:--:-3n-	_	
3-3	er	være	VF:----:sa:----	_	
3-4	et	en	PI:s-un:--:----	_	
3-5	slag	slag	NC:siun:--:----	slag_F_slag i luften	
3-6	i	i	T-:----:--:----	_	
3-7	luften	luft	NC:sduc:--:----	_	
3-8	,	,	ZD	_	
3-9	og	og	CC:----:--:----	_	
3-10	det	det	PP:s-un:--:-3n-	_	
3-11	ved	ved	T-:----:--:----	_	
3-12	hr	herre	NC:siuc:--:----	_	
3-13	.	.	ZP	_	
3-14	Peter	Peter	NP:siu#:--:----	_	
3-15	Skaarup	Skaarup	NP:siu#:--:----	_	
3-16	godt	god	AD:----:--:p---	_	
3-17	.	.	ZP	_	

#id=4
#text= Det er et slag i luften, og det har ingen begrundelse, fordi vi jo netop har en arbejdsgruppe, som vil komme med en rapport den 1. februar.
4-1	Det	det	PP:s-un:--:-3n-	_	
4-2	er	være	VF:----:sa:----	_	
4-3	et	en	PI:s-un:--:----	_	
4-4	slag	slag	NC:siun:--:----	slag_F_slag i luften	
4-5	i	i	T-:----:--:----	_	
4-6	luften	luft	sduc:--:----	_	
4-7	,	,	ZD	_	
4-8	og	og	CC:----:--:----	_	
4-9	det	det	PP:s-un:--:-3n-	_	
4-10	har	have	VF:----:sa:----	_	
4-11	ingen	ingen	PI:s-uc:--:----	_	
4-12	begrundelse	begrundelse	NC:siuc:--:----	_	
4-13	,	,	ZD	_	
4-14	fordi	fordi	CS:----:--:----	_	
4-15	vi	vi	PP:p-nc:--:-1n-	_	
4-16	jo	jo	D-:----:--:u---	_	
4-17	netop	netop	D-:----:--:u---	_	
4-18	har	have	VF:----:sa:----	_	
4-19	en	en	PI:s-uc:--:----	_	
4-20	arbejdsgruppe	arbejdsgruppe	NC:siuc:--:----	_	
4-21	,	,	ZD	_	
4-22	som	som	US:----:--:----	_	
4-23	vil	ville	VF:----:sa:----	_	
4-24	komme	komme	VI:----:-a:----	_	
4-25	med	med	T-:----:--:----	_	
4-26	en	en	PI:s-uc:--:----	_	
4-27	rapport	rapport	NC:siuc:--:----	_	
4-28	den	den	PM:s-uc:--:----	_	
4-29	1	1	LO:--u#:--:----	_	
4-30	.	.	ZP	_	
4-31	februar	februar	NC:siuc:--:----	_	
4-32	.	.	ZP	_	

#id=5
#text=Dette lovforslag er i virkeligheden et af de hårdeste slag i luften, vi længe har været vidne til.
5-1	Dette	denne	PM:s-un:--:----	_	
5-2	lovforslag	lovforslag	NC:siun:--:----	_	
5-3	er	være	VF:----:sa:----	_	
5-4	i	i	T-:----:--:----	_	
5-5	virkeligheden	virkelighed	NC:sduc:--:----	_	
5-6	et	en	PI:s-un:--:----	_	
5-7	af	af	T-:----:--:----	_	
5-8	de	den	PM:p-u#:--:----	_	
5-9	hårdeste	hård	AC:§du§:--:s---	_	
5-10	slag	slag	NC:siun:--:----	slag_F_slag i luften	
5-11	i	i	T-:----:--:----	_	
5-12	luften	luft	NC:sduc:--:----	_	
5-13	,	,	ZD	_	
5-14	vi	vi	PP:p-nc:--:-1n-	_	
5-15	længe	længe	D-:----:--:u---	_	
5-16	har	have	VF:----:sa:----	_	
5-17	været	være	VT:siu#:t-:----	_	
5-18	vidne	vidne	NC:siun:--:----	_	
5-19	til	til	T-:----:--:----	_	
5-20	.	.	ZP	_	

#id=6
#text=Så jeg tror, der er en masse ting, Socialdemokraterne ikke har taget højde for, og det er vel også derfor, man sådan set lægger op til noget, som er et slag i luften.
6-1	Så	så	-:----	_	
6-2	jeg	jeg	PP:s-nc:--:-1n-	_	
6-3	tror	tro	VF:----:sa:----	_	
6-4	,	,	ZD	_	
6-5	der	der	US:----:--:----	_	
6-6	er	være	VF:----:sa:----	_	
6-7	en	en	PI:s-uc:--:----	_	
6-8	masse	masse	NC:siuc:--:----	_	
6-9	ting	ting	NC:piu#:--:----	_	
6-10	,	,	ZD	_	
6-11	Socialdemokraterne	socialdemokrat	NC:pdu#:--:----	_	
6-12	ikke	ikke	D-:----:--:u---	_	
6-13	har	have	VF:----:sa:----	_	
6-14	taget	tage	VT:siu#:t-:----	_	
6-15	højde	højde	NC:siuc:--:----	_	
6-16	for	for	T-:----:--:----	_	
6-17	,	,	ZD	_	
6-18	og	og	CC:----:--:----	_	
6-19	det	det	PP:s-un:--:-3n-	_	
6-20	er	være	VF:----:sa:----	_	
6-21	vel	vel	D-:----:--:u---	_	
6-22	også	også	D-:----:--:u---	_	
6-23	derfor	derfor	D-:----:--:u---	_	
6-24	,	,	ZD	_	
6-25	man	man	uc:--:----	_	
6-26	sådan	sådan	D-:----:--:u---	_	
6-27	set	se	VT:siu#:t-:----	_	
6-28	lægger	lægge	VF:----:sa:----	_	
6-29	op	op	D-:----:--:u---	_	
6-30	til	til	T-:----:--:----	_	
6-31	noget	nogen	PI:s-un:--:----	_	
6-32	,	,	ZD	_	
6-33	som	som	US:----:--:----	_	
6-34	er	være	VF:----:sa:----	_	
6-35	et	en	PI:s-un:--:----	_	
6-36	slag	slag	NC:siun:--:----	slag_F_slag i luften	
6-37	i	i	T-:----:--:----	_	
6-38	luften	luft	NC:sduc:--:----	_	
6-39	.	.	ZP	_	

#id=7
#text=Jeg har også diskuteret med den tidligere justitsminister, hvorfor det lige er 15 år, og det er der sådan set ingen, der kan sige andet om, end at det er sådan et slag på tasken, og at der så nok vil være ret stor sikkerhed for, at inventaret er afskrevet.
7-1	Jeg	jeg	PP:s-nc:--:-1n-	_	
7-2	har	have	VF:----:sa:----	_	
7-3	også	også	D-:----:--:u---	_	
7-4	diskuteret	diskutere	VT:siu#:t-:----	_	
7-5	med	med	T-:----:--:----	_	
7-6	den	den	PM:s-uc:--:----	_	
7-7	tidligere	tidlig	AC:##u#:--:c---	_	
7-8	justitsminister	justitsminister	NC:siuc:--:----	_	
7-9	,	,	ZD	_	
7-10	hvorfor	hvorfor	D-:----:--:u---	_	
7-11	det	det	PP:s-un:--:-3n-	_	
7-12	lige	lige	D-:----:--:u---	_	
7-13	er	være	VF:----:sa:----	_	
7-14	15	15	LC:--u-:--:----	_	
7-15	år	år	NC:piu#:--:----	_	
7-16	,	,	ZD	_	
7-17	og	og	CC:----:--:----	_	
7-18	det	det	PP:s-un:--:-3n-	_	
7-19	er	være	VF:----:sa:----	_	
7-20	der	der	US:----:--:----	_	
7-21	sådan	sådan	D-:----:--:u---	_	
7-22	set	se	VT:siu#:t-:----	_	
7-23	ingen	ingen	PI:s-uc:--:----	_	
7-24	,	,	ZD	_	
7-25	der	der	US:----:--:----	_	
7-26	kan	kunne	VF:----:sa:----	_	
7-27	sige	sige	VI:----:-a:----	_	
7-28	andet	anden	PI:s-un:--:----	_	
7-29	om	om	T-:----:--:----	_	
7-30	,	,	ZD	_	
7-31	end	end	CS:----:--:----	_	
7-32	at	at	CS:----:--:----	_	
7-33	det	det	PP:s-un:--:-3n-	_	
7-34	er	være	VF:----:sa:----	_	
7-35	sådan	sådan	D-:----:--:u---	_	
7-36	et	en	PI:s-un:--:----	_	
7-37	slag	slag	NC:siun:--:----	slag_F_slag på tasken	
7-38	på	på	T-:----:--:----	_	
7-39	tasken	taske	NC:sduc:--:----	_	
7-40	,	,	ZD	_	
7-41	og	og	CC:----:--:----	_	
7-42	at	at	CS:----:--:----	_	
7-43	der	der	US:----:--:----	_	
7-44	så	så	D-:----:--:u---	_	
7-45	nok	nok	D-:----:--:u---	_	
7-46	vil	ville	VF:----:sa:----	_	
7-47	være	være	VI:----:-a:----	_	
7-48	ret	ret	D-:----:--:u---	_	
7-49	stor	stor	AC:siuc:--:p---	_	
7-50	sikkerhed	sikkerhed	NC:siuc:--:----	_	
7-51	for	for	T-:----:--:----	_	
7-52	,	,	ZD	_	
7-53	at	at	CS:----:--:----	_	
7-54	inventaret	inventar	NC:sdun:--:----	_	
7-55	er	være	VF:----:sa:----	_	
7-56	afskrevet	afskrive	VT:siu#:t-:----	_	
7-57	.	.	ZP	_	

#id=8
#text= Men jeg synes jo, det var lidt underligt, at den konservative ordfører - og for den sags skyld også Venstres ordfører - ikke benyttede lejligheden til igen at slå et slag for det personlige ansvar, for så vidt jeg har forstået, indgår det som et meget vigtigt element i regeringens politik, at vi mennesker har et personligt ansvar for vores handlinger.
8-1	Men	men	CC:----:--:----	_	
8-2	jeg	jeg	PP:s-nc:--:-1n-	_	
8-3	synes	syne	VF:----:sp:----	_	
8-4	jo	jo	D-:----:--:u---	_	
8-5	,	,	ZD	_	
8-6	det	det	PP:s-un:--:-3n-	_	
8-7	var	være	VF:----:ta:----	_	
8-8	lidt	lidt	AD:----:--:p---	_	
8-9	underligt	underlig	AC:siun:--:p---	_	
8-10	,	,	ZD	_	
8-11	at	at	CS:----:--:----	_	
8-12	den	den	PM:s-uc:--:----	_	
8-13	konservative	konservativ	AC:sdu#:--:p---	_	
8-14	ordfører	ordfører	NW:----:--:----	_	
8-15	-	-	ZH	_	
8-16	og	og	CC:----:--:----	_	
8-17	for	for	T-:----:--:----	_	
8-18	den	den	PM:s-uc:--:----	_	
8-19	sags	sag	NC:sigc:--:----	_	
8-20	skyld	skyld	NC:siuc:--:----	_	
8-21	også	også	XY:----:--:----	_	
8-22	Venstres	venstre	NC:sign:--:----	_	
8-23	ordfører	ordfører	NW:----:--:----	_	
8-24	-	-	ZH	_	
8-25	ikke	ikke	D-:----:--:u---	_	
8-26	benyttede	benytte	VF:----:ta:----	_	
8-27	lejligheden	lejlighed	NC:sduc:--:----	_	
8-28	til	til	T-:----:--:----	_	
8-29	igen	igen	D-:----:--:u---	_	
8-30	at	at	UI:----:--:----	_	
8-31	slå	slå	VI:----:-a:----	_	
8-32	et	en	PI:s-un:--:----	_	
8-33	slag	slag	NC:siun:--:----	slag_F_slå et slag	
8-34	for	for	T-:----:--:----	_	
8-35	det	den	PM:s-un:--:----	_	
8-36	personlige	personlig	AC:sdu#:--:p---	_	
8-37	ansvar	ansvar	NC:siun:--:----	_	
8-38	,	,	ZD	_	
8-39	for	for	CC:----:--:----	_	
8-40	så	så	D-:----:--:u---	_	
8-41	vidt	vidt	D-:----:--:u---	_	
8-42	jeg	jeg	PP:s-nc:--:-1n-	_	
8-43	har	have	VF:----:sa:----	_	
8-44	forstået	forstå	VT:siu#:t-:----	_	
8-45	,	,	ZD	_	
8-46	indgår	indgå	VF:----:sa:----	_	
8-47	det	det	PP:s-un:--:-3n-	_	
8-48	som	som	US:----:--:----	_	
8-49	et	en	PI:s-un:--:----	_	
8-50	meget	megen	AD:----:--:p---	_	
8-51	vigtigt	vigtig	AC:siun:--:p---	_	
8-52	element	element	NC:siun:--:----	_	
8-53	i	i	T-:----:--:----	_	
8-54	regeringens	regering	NC:sdgc:--:----	_	
8-55	politik	politik	NC:siuc:--:----	_	
8-56	,	,	ZD	_	
8-57	at	at	CS:----:--:----	_	
8-58	vi	vi	PP:p-nc:--:-1n-	_	
8-59	mennesker	menneske	NC:piu#:--:----	_	
8-60	har	have	VF:----:sa:----	_	
8-61	et	en	PI:s-un:--:----	_	
8-62	personligt	personlig	AC:siun:--:p---	_	
8-63	ansvar	ansvar	NC:siun:--:----	_	
8-64	for	for	T-:----:--:----	_	
8-65	vores	vores	PO:#--#:--:-1np	_	
8-66	handlinger	handling	NC:piu#:--:----	_	
8-67	.	.	ZP	_	

#id=9
#text=Derudover har kommunerne som bekendt frit slag til at prioritere udgifter inden for de aftalte rammer, og jeg mener ikke, at vi skal begynde at prioritere for kommunerne ved at undtage energiinvesteringer eller andre udgiftstyper inden for den centrale ramme.
9-1	Derudover	derudover	D-:----:--:u---	_	
9-2	har	have	VF:----:sa:----	_	
9-3	kommunerne	kommune	NC:pdu#:--:----	_	
9-4	som	som	US:----:--:----	_	
9-5	bekendt	bekendt	AC:siu§:--:p---	_	
9-6	frit	fri	AC:siun:--:p---	_	
9-7	slag	slag	NC:siun:--:----	slag_F_frit slag	
9-8	til	til	T-:----:--:----	_	
9-9	at	at	UI:----:--:----	_	
9-10	prioritere	prioritere	VI:----:-a:----	_	
9-11	udgifter	udgift	NC:piu#:--:----	_	
9-12	inden	inden	T-:----:--:----	_	
9-13	for	for	T-:----:--:----	_	
9-14	de	den	PM:p-u#:--:----	_	
9-15	aftalte	aftale	VP:p#u#:t-:----	_	
9-16	rammer	ramme	NC:piu#:--:----	_	
9-17	,	,	ZD	_	
9-18	og	og	CC:----:--:----	_	
9-19	jeg	jeg	PP:s-nc:--:-1n-	_	
9-20	mener	mene	VF:----:sa:----	_	
9-21	ikke	ikke	D-:----:--:u---	_	
9-22	,	,	ZD	_	
9-23	at	at	CS:----:--:----	_	
9-24	vi	vi	PP:p-nc:--:-1n-	_	
9-25	skal	skulle	VF:----:sa:----	_	
9-26	begynde	begynde	VI:----:-a:----	_	
9-27	at	at	UI:----:--:----	_	
9-28	prioritere	prioritere	VI:----:-a:----	_	
9-29	for	for	T-:----:--:----	_	
9-30	kommunerne	kommune	NC:pdu#:--:----	_	
9-31	ved	ved	T-:----:--:----	_	
9-32	at	at	UI:----:--:----	_	
9-33	undtage	undtage	VI:----:-a:----	_	
9-34	energiinvesteringer	energiinvestering	NC:piu#:--:----	_	
9-35	eller	eller	CC:----:--:----	_	
9-36	andre	anden	PI:p-u#:--:----	_	
9-37	udgiftstyper	udgiftstype	NC:piu#:--:----	_	
9-38	inden	inden	T-:----:--:----	_	
9-39	for	for	T-:----:--:----	_	
9-40	den	den	PM:s-uc:--:----	_	
9-41	centrale	central	AC:sdu#:--:p---	_	
9-42	ramme	ramme	NC:siuc:--:----	_	
9-43	.	.	ZP	_	

#id=10
#text= Og med hensyn til, hvordan man skriver elevplanerne, er der jo meget frit slag.
10-1	Og	og	CC:----:--:----	_	
10-2	med	med	T-:----:--:----	_	
10-3	hensyn	hensyn	NC:siun:--:----	_	
10-4	til	til	T-:----:--:----	_	
10-5	,	,	ZD	_	
10-6	hvordan	hvordan	D-:----:--:u---	_	
10-7	man	man	PI:#-uc:--:----	_	
10-8	skriver	skrive	VF:----:sa:----	_	
10-9	elevplanerne	elevplan	NC:pdu#:--:----	_	
10-10	,	,	ZD	_	
10-11	er	være	VF:----:sa:----	_	
10-12	der	der	US:----:--:----	_	
10-13	jo	jo	D-:----:--:u---	_	
10-14	meget	megen	AD:----:--:p---	_	
10-15	frit	fri	AC:siun:--:p---	_	
10-16	slag	slag	NC:siun:--:----	slag_F_frit slag	
10-17	.	.	ZP	_	

#id=11
#text= Jeg er fuldstændig overbevist om, at det hårdeste slag, man kunne rette mod disse bander i dag, var en legalisering af hash, en sikring af, at det blev solgt under organiserede og lovlige former.
11-1	Jeg	jeg	PP:s-nc:--:-1n-	_	
11-2	er	være	VF:----:sa:----	_	
11-3	fuldstændig	fuldstændig	AD:----:--:p---	_	
11-4	overbevist	overbevise	VT:siu#:t-:----	_	
11-5	om	om	T-:----:--:----	_	
11-6	,	,	ZD	_	
11-7	at	at	CS:----:--:----	_	
11-8	det	den	PM:s-un:--:----	_	
11-9	hårdeste	hård	AC:§du§:--:s---	_	
11-10	slag	slag	NC:siun:--:----	slag_1b	
11-11	,	,	ZD	_	
11-12	man	man	PI:#-uc:--:----	_	
11-13	kunne	kunne	VF:----:ta:----	_	
11-14	rette	rette	-a:----	_	
11-15	mod	mod	T-:----:--:----	_	
11-16	disse	denne	PM:p-u#:--:----	_	
11-17	bander	bande	NC:piu#:--:----	_	
11-18	i	i	T-:----:--:----	_	
11-19	dag	dag	NC:siuc:--:----	_	
11-20	,	,	ZD	_	
11-21	var	være	VF:----:ta:----	_	
11-22	en	en	PI:s-uc:--:----	_	
11-23	legalisering	legalisering	NC:siuc:--:----	_	
11-24	af	af	T-:----:--:----	_	
11-25	hash	hash	NC:siuc:--:----	_	
11-26	,	,	ZD	_	
11-27	en	en	PI:s-uc:--:----	_	
11-28	sikring	sikring	NC:siuc:--:----	_	
11-29	af	af	T-:----:--:----	_	
11-30	,	,	ZD	_	
11-31	at	at	CS:----:--:----	_	
11-32	det	det	PP:s-un:--:-3n-	_	
11-33	blev	blive	VF:----:ta:----	_	
11-34	solgt	sælge	VT:siu#:t-:----	_	
11-35	under	under	T-:----:--:----	_	
11-36	organiserede	organisere	VP:p#u#:t-:----	_	
11-37	og	og	CC:----:--:----	_	
11-38	lovlige	lovlig	AC:p#u#:--:p---	_	
11-39	former	form	NC:piu#:--:----	_	
11-40	.	.	ZP	_	

#id=12
#text=Men misforstå mig ikke, jeg ved udmærket, at slaget skal vindes derhjemme og kampen kæmpes på Færøerne.
12-1	Men	men	CC:----:--:----	_	
12-2	misforstå	misforstå	VI:----:-a:----	_	
12-3	mig	jeg	PP:s-uc:--:-1#-	_	
12-4	ikke	ikke	D-:----:--:u---	_	
12-5	,	,	ZD	_	
12-6	jeg	jeg	PP:s-nc:--:-1n-	_	
12-7	ved	vide	VF:----:sa:----	_	
12-8	udmærket	udmærke	VT:siu#:t-:----	_	
12-9	,	,	ZD	_	
12-10	at	at	CS:----:--:----	_	
12-11	slaget	slag	NC:sdun:--:----	slag_2a	
12-12	skal	skulle	VF:----:sa:----	_	
12-13	vindes	vinde	VI:----:-p:----	_	
